"recorded_timestamp";"lon";"lat";"altitude";"speed";"orientation"
"2025-03-05 11:39:54.770";"22.85624";"40.6419833333333";"4.8";"0";"259"
"2025-03-05 11:39:54.793";"22.9941933333333";"40.5322516666667";"5.2";"45";"159"
"2025-03-05 11:39:54.810";"22.9253";"40.6418816666667";"1";"48";"295"
"2025-03-05 11:39:54.823";"22.9746716666667";"40.603275";"8";"14";"157"
"2025-03-05 11:39:54.860";"22.95364";"40.601375";"7.1";"0";"351"
"2025-03-05 11:39:54.863";"22.9621383333333";"40.6232666666667";"2.1";"0";"353"
"2025-03-05 11:39:54.867";"23.04404";"40.63004";"51.2";"0";"219"
"2025-03-05 11:39:54.867";"22.9268316666667";"40.506515";"5.8";"0";"272"
"2025-03-05 11:39:54.880";"22.908985";"40.6525416666667";"5.3";"21";"294"
"2025-03-05 11:39:54.930";"22.9593083333333";"40.67632";"13.3";"52";"163"
"2025-03-05 11:39:54.943";"22.9646383333333";"40.6022966666667";"4.3";"0";"253"
"2025-03-05 11:39:55.023";"22.9635516666667";"40.6083166666667";"6.8";"26";"177"
"2025-03-05 11:39:55.040";"22.9432";"40.63024";"4.3";"43";"132"
"2025-03-05 11:39:55.073";"22.986675";"40.6007183333333";"13";"0";"277"
"2025-03-05 11:39:55.087";"22.9703066666667";"40.60923";"8.6";"0";"232"
"2025-03-05 11:39:55.113";"22.8946916666667";"40.6650933333333";"5.8";"26";"322"
"2025-03-05 11:39:55.130";"22.97713";"40.5260766666667";"1.5";"0";"272"
"2025-03-05 11:39:55.140";"22.94921";"40.6266566666667";"4.8";"0";"230"
"2025-03-05 11:39:55.143";"22.939345";"40.6394";"2.6";"0";"228"
"2025-03-05 11:39:55.150";"22.9483116666667";"40.6274633333333";"5.3";"24";"169"
"2025-03-05 11:39:55.173";"22.9552166666667";"40.580715";"5";"0";"65"
"2025-03-05 11:39:55.173";"22.9607583333333";"40.6760566666667";"11.1";"0";"137"
"2025-03-05 11:39:55.183";"22.9390066666667";"40.67631";"10.2";"5";"360"
"2025-03-05 11:39:55.260";"22.9948716666667";"40.6072833333333";"10.5";"0";"288"
"2025-03-05 11:39:55.277";"22.9463833333333";"40.6714583333333";"7.5";"0";"93"
"2025-03-05 11:39:55.283";"22.9466433333333";"40.631185";"4.1";"0";"82"
"2025-03-05 11:39:55.303";"22.94556";"40.6300816666667";"1.9";"19";"134"
"2025-03-05 11:39:55.353";"22.872805";"40.6555866666667";"5.6";"119";"269"
"2025-03-05 11:39:55.370";"22.9487833333333";"40.6524583333333";"10.9";"0";"42"
"2025-03-05 11:39:55.403";"22.9014466666667";"40.6540516666667";"4.7";"26";"149"
"2025-03-05 11:39:55.417";"22.95216";"40.6547066666667";"12.9";"0";"214"
"2025-03-05 11:39:55.447";"22.94189";"40.642495";"7.2";"0";"0"
"2025-03-05 11:39:55.450";"22.9443283333333";"40.7154";"19.2";"0";"218"
"2025-03-05 11:39:55.467";"22.9635816666667";"40.64364";"22.3";"0";"261"
"2025-03-05 11:39:55.473";"22.9986433333333";"40.5338033333333";"5.8";"95";"83"
"2025-03-05 11:39:55.500";"22.97756";"40.565135";"6.4";"20";"355"
"2025-03-05 11:39:55.507";"22.954205";"40.5713133333333";"1.9";"0";"325"
